Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","Hours of physical-restraint use","0.00","0","3829","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","350","","0.00","0","3479","","Hours of seclusion","0.00","0","3829","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","350","","0.00","0","3479","","Patients discharged on multiple antipsychotic medications","7.33%","17","232","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","6.13%","13","212","","Patients discharged on multiple antipsychotic medications with appropriate justification","64.71%","11","17","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","89.67%","269","300","","Not Available","0","0","7","Not Available","0","0","7","77.78%","21","27","","90.84%","248","273","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","86.67%","260","300","","Not Available","0","0","7","Not Available","0","0","7","77.78%","21","27","","87.55%","239","273","","Alcohol Use Screening","97.24%","282","290","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","Hours of physical-restraint use","0.00","0","1359","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","206","","0.00","0","1153","","Hours of seclusion","0.00","0","1359","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","206","","0.00","0","1153","","Patients discharged on multiple antipsychotic medications","9.52%","16","168","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","16","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.46%","245","254","","Not Available","0","0","7","Not Available","0","0","7","100.00%","49","49","","95.61%","196","205","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","77.17%","196","254","","Not Available","0","0","7","Not Available","0","0","7","77.55%","38","49","","77.07%","158","205","","Alcohol Use Screening","61.61%","130","211","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","Hours of physical-restraint use","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Hours of seclusion","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications","13.30%","25","188","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","13.18%","17","129","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","302","302","","Not Available","0","0","7","Not Available","0","0","7","100.00%","81","81","","100.00%","221","221","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","302","302","","Not Available","0","0","7","Not Available","0","0","7","100.00%","81","81","","100.00%","221","221","","Alcohol Use Screening","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","Hours of physical-restraint use","0.00","0","3381","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","878","","0.00","0","2503","","Hours of seclusion","0.00","0","3381","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","878","","0.00","0","2503","","Patients discharged on multiple antipsychotic medications","40.86%","105","257","","Not Available","0","0","7","Not Available","0","0","7","40.30%","27","67","","41.05%","78","190","","Patients discharged on multiple antipsychotic medications with appropriate justification","40.86%","105","257","","Not Available","0","0","7","Not Available","0","0","7","40.30%","27","67","","41.05%","78","190","","Post-discharge continuing care plan created","100.00%","257","257","","Not Available","0","0","7","Not Available","0","0","7","100.00%","67","67","","100.00%","190","190","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","257","257","","Not Available","0","0","7","Not Available","0","0","7","100.00%","67","67","","100.00%","190","190","","Alcohol Use Screening","100.00%","257","257","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","Hours of physical-restraint use","0.06","10.27","6919","","Not Available","0","0","7","Not Available","0","0","7","0.09","10.27","4863","","0.00","0","2056","","Hours of seclusion","1.10","182.01","6919","","Not Available","0","0","7","Not Available","0","0","7","1.56","182.01","4863","","0.00","0","2056","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00%","0","125","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","99.51%","410","412","","Not Available","0","0","7","Not Available","0","0","7","99.56%","228","229","","99.45%","182","183","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","95.63%","394","412","","Not Available","0","0","7","Not Available","0","0","7","94.32%","216","229","","97.27%","178","183","","Alcohol Use Screening","96.12%","495","515","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","Hours of physical-restraint use","0.00","0","12489","","0.00","0","880","","0.00","0","3113","","0.00","0","5938","","0.00","0","2558","","Hours of seclusion","0.00","0","12489","","0.00","0","880","","0.00","0","3113","","0.00","0","5938","","0.00","0","2558","","Patients discharged on multiple antipsychotic medications","6.90%","30","435","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","8.39%","13","155","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","12.33%","93","754","","20.51%","24","117","","12.27%","27","220","","10.85%","23","212","","9.27%","19","205","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","11.94%","90","754","","20.51%","24","117","","11.36%","25","220","","10.85%","23","212","","8.78%","18","205","","Alcohol Use Screening","60.29%","167","277","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","Hours of physical-restraint use","0.00","0","2986","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","598","","0.00","0","2388","","Hours of seclusion","0.00","0","2986","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","598","","0.00","0","2388","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.83%","169","171","","Not Available","0","0","7","Not Available","0","0","7","100.00%","40","40","","98.47%","129","131","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.06%","154","171","","Not Available","0","0","7","Not Available","0","0","7","95.00%","38","40","","88.55%","116","131","","Alcohol Use Screening","96.15%","150","156","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","Hours of physical-restraint use","0.01","3.75","21022","","Not Available","0","0","7","Not Available","0","0","7","0.01","3.75","15541","","0.00","0","5481","","Hours of seclusion","0.00","0","21022","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","15541","","0.00","0","5481","","Patients discharged on multiple antipsychotic medications","10.71%","30","280","","Not Available","0","0","7","Not Available","0","0","7","18.13%","29","160","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","28","28","","Not Available","0","0","7","Not Available","0","0","7","100.00%","27","27","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","476","476","","Not Available","0","0","7","Not Available","0","0","7","100.00%","269","269","","100.00%","207","207","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","476","476","","Not Available","0","0","7","Not Available","0","0","7","100.00%","269","269","","100.00%","207","207","","Alcohol Use Screening","100.00%","409","409","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","Hours of physical-restraint use","0.00","0","2023","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","528","","0.00","0","1495","","Hours of seclusion","0.00","0","2023","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","528","","0.00","0","1495","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00%","0","106","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Post-discharge continuing care plan created","34.59%","46","133","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","39.62%","42","106","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","34.59%","46","133","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","39.62%","42","106","","Alcohol Use Screening","56.39%","75","133","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","Hours of physical-restraint use","3.21","866.76","11259","","Not Available","0","0","7","Not Available","0","0","7","3.24","667.89","8584","","3.10","198.87","2675","","Hours of seclusion","0.39","106.48","11259","","Not Available","0","0","7","Not Available","0","0","7","0.52","106.48","8584","","0.00","0","2675","","Patients discharged on multiple antipsychotic medications","6.00%","21","350","","Not Available","0","0","7","Not Available","0","0","7","6.84%","16","234","","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","83.33%","15","18","","Not Available","0","0","7","Not Available","0","0","7","92.31%","12","13","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","580","580","","Not Available","0","0","7","Not Available","0","0","7","100.00%","393","393","","100.00%","187","187","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.17%","523","580","","Not Available","0","0","7","Not Available","0","0","7","90.59%","356","393","","89.30%","167","187","","Alcohol Use Screening","96.18%","252","262","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","Hours of physical-restraint use","0.00","0","3242","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","507","","0.00","0","2735","","Hours of seclusion","0.00","0","3242","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","507","","0.00","0","2735","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","92.94%","158","170","","Not Available","0","0","7","Not Available","0","0","7","91.30%","42","46","","93.55%","116","124","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","88.24%","150","170","","Not Available","0","0","7","Not Available","0","0","7","84.78%","39","46","","89.52%","111","124","","Alcohol Use Screening","90.76%","108","119","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","Hours of physical-restraint use","0.00","0","21191","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","4194","","0.00","0","16997","","Hours of seclusion","0.00","0","21191","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","4194","","0.00","0","16997","","Patients discharged on multiple antipsychotic medications","9.09%","19","209","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","10.06%","16","159","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","16.39%","50","305","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","17.60%","41","233","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","16.39%","50","305","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","17.60%","41","233","","Alcohol Use Screening","89.96%","242","269","","Assessment of Patient Experience of Care","Yes","","Highest level typical use of an EHR system","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","35243","JEFFERSON","Hours of physical-restraint use","1.62","170.23","4370","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","1006","","2.11","170.23","3364","","Hours of seclusion","0.00","0","4370","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","1006","","0.00","0","3364","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","219","219","","Not Available","0","0","7","Not Available","0","0","7","100.00%","52","52","","100.00%","167","167","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","219","219","","Not Available","0","0","7","Not Available","0","0","7","100.00%","52","52","","100.00%","167","167","","Alcohol Use Screening","100.00%","188","188","","Assessment of Patient Experience of Care","No","","Highest level typical use of an EHR system","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available"
