"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","33","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","32","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","28","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","49","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","07/01/2014","06/30/2015"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","07/01/2014","06/30/2015"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","29","","07/01/2014","06/30/2015"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","32","","07/01/2014","06/30/2015"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","13","","07/01/2014","06/30/2015"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","25","","07/01/2014","06/30/2015"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","74","","07/01/2014","06/30/2015"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","38","","07/01/2014","06/30/2015"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","07/01/2014","06/30/2015"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","19","","07/01/2014","06/30/2015"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","25","","07/01/2014","06/30/2015"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","31","","07/01/2014","06/30/2015"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","07/01/2014","06/30/2015"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","29","","07/01/2014","06/30/2015"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","07/01/2014","06/30/2015"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","37","","07/01/2014","06/30/2015"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","30","","07/01/2014","06/30/2015"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","07/01/2014","06/30/2015"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","20","","07/01/2014","06/30/2015"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","07/01/2014","06/30/2015"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","30","","07/01/2014","06/30/2015"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","07/01/2014","06/30/2015"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","07/01/2014","06/30/2015"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","28","","07/01/2014","06/30/2015"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","32","","07/01/2014","06/30/2015"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","28","","07/01/2014","06/30/2015"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","31","","07/01/2014","06/30/2015"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","07/01/2014","06/30/2015"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","20","","07/01/2014","06/30/2015"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","07/01/2014","06/30/2015"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","07/01/2014","06/30/2015"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","07/01/2014","06/30/2015"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","39","","07/01/2014","06/30/2015"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","34","","07/01/2014","06/30/2015"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","07/01/2014","06/30/2015"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","07/01/2014","06/30/2015"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","25","","07/01/2014","06/30/2015"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","20","","07/01/2014","06/30/2015"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","07/01/2014","06/30/2015"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","07/01/2014","06/30/2015"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","07/01/2014","06/30/2015"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","07/01/2014","06/30/2015"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","31","","07/01/2014","06/30/2015"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","18","","07/01/2014","06/30/2015"
"AK","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"AL","Emergency Department","Median time to pain med","OP_21","63","","07/01/2014","06/30/2015"
"AR","Emergency Department","Median time to pain med","OP_21","62","","07/01/2014","06/30/2015"
"AS","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Emergency Department","Median time to pain med","OP_21","53","","07/01/2014","06/30/2015"
"CA","Emergency Department","Median time to pain med","OP_21","61","","07/01/2014","06/30/2015"
"CO","Emergency Department","Median time to pain med","OP_21","44","","07/01/2014","06/30/2015"
"CT","Emergency Department","Median time to pain med","OP_21","56","","07/01/2014","06/30/2015"
"DC","Emergency Department","Median time to pain med","OP_21","65","","07/01/2014","06/30/2015"
"DE","Emergency Department","Median time to pain med","OP_21","70","","07/01/2014","06/30/2015"
"FL","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"GA","Emergency Department","Median time to pain med","OP_21","59","","07/01/2014","06/30/2015"
"GU","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"HI","Emergency Department","Median time to pain med","OP_21","54","","07/01/2014","06/30/2015"
"IA","Emergency Department","Median time to pain med","OP_21","45","","07/01/2014","06/30/2015"
"ID","Emergency Department","Median time to pain med","OP_21","48","","07/01/2014","06/30/2015"
"IL","Emergency Department","Median time to pain med","OP_21","50","","07/01/2014","06/30/2015"
"IN","Emergency Department","Median time to pain med","OP_21","49","","07/01/2014","06/30/2015"
"KS","Emergency Department","Median time to pain med","OP_21","46","","07/01/2014","06/30/2015"
"KY","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"LA","Emergency Department","Median time to pain med","OP_21","54","","07/01/2014","06/30/2015"
"MA","Emergency Department","Median time to pain med","OP_21","55","","07/01/2014","06/30/2015"
"MD","Emergency Department","Median time to pain med","OP_21","63","","07/01/2014","06/30/2015"
"ME","Emergency Department","Median time to pain med","OP_21","51","","07/01/2014","06/30/2015"
"MI","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"MN","Emergency Department","Median time to pain med","OP_21","44","","07/01/2014","06/30/2015"
"MO","Emergency Department","Median time to pain med","OP_21","50","","07/01/2014","06/30/2015"
"MP","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Emergency Department","Median time to pain med","OP_21","63","","07/01/2014","06/30/2015"
"MT","Emergency Department","Median time to pain med","OP_21","48","","07/01/2014","06/30/2015"
"NC","Emergency Department","Median time to pain med","OP_21","56","","07/01/2014","06/30/2015"
"ND","Emergency Department","Median time to pain med","OP_21","54","","07/01/2014","06/30/2015"
"NE","Emergency Department","Median time to pain med","OP_21","43","","07/01/2014","06/30/2015"
"NH","Emergency Department","Median time to pain med","OP_21","56","","07/01/2014","06/30/2015"
"NJ","Emergency Department","Median time to pain med","OP_21","56","","07/01/2014","06/30/2015"
"NM","Emergency Department","Median time to pain med","OP_21","55","","07/01/2014","06/30/2015"
"NV","Emergency Department","Median time to pain med","OP_21","53","","07/01/2014","06/30/2015"
"NY","Emergency Department","Median time to pain med","OP_21","59","","07/01/2014","06/30/2015"
"OH","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"OK","Emergency Department","Median time to pain med","OP_21","53","","07/01/2014","06/30/2015"
"OR","Emergency Department","Median time to pain med","OP_21","59","","07/01/2014","06/30/2015"
"PA","Emergency Department","Median time to pain med","OP_21","57","","07/01/2014","06/30/2015"
"PR","Emergency Department","Median time to pain med","OP_21","89","","07/01/2014","06/30/2015"
"RI","Emergency Department","Median time to pain med","OP_21","53","","07/01/2014","06/30/2015"
"SC","Emergency Department","Median time to pain med","OP_21","58","","07/01/2014","06/30/2015"
"SD","Emergency Department","Median time to pain med","OP_21","42","","07/01/2014","06/30/2015"
"TN","Emergency Department","Median time to pain med","OP_21","52","","07/01/2014","06/30/2015"
"TX","Emergency Department","Median time to pain med","OP_21","54","","07/01/2014","06/30/2015"
"UT","Emergency Department","Median time to pain med","OP_21","42","","07/01/2014","06/30/2015"
"VA","Emergency Department","Median time to pain med","OP_21","45","","07/01/2014","06/30/2015"
"VI","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","Median time to pain med","OP_21","57","","07/01/2014","06/30/2015"
"WA","Emergency Department","Median time to pain med","OP_21","55","","07/01/2014","06/30/2015"
"WI","Emergency Department","Median time to pain med","OP_21","40","","07/01/2014","06/30/2015"
"WV","Emergency Department","Median time to pain med","OP_21","66","","07/01/2014","06/30/2015"
"WY","Emergency Department","Median time to pain med","OP_21","47","","07/01/2014","06/30/2015"
"AK","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"AL","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"AR","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"AS","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"AZ","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"CA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"CO","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"CT","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"DC","Emergency Department","Left before being seen","OP_22","4","","01/01/2013","12/31/2013"
"DE","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"FL","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"GA","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"GU","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"HI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"IA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"ID","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"IL","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"IN","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"KS","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"KY","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"LA","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"MA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"MD","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"ME","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MN","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MO","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"MP","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"MS","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"MT","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NC","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"ND","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NE","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NH","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NJ","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"NM","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"NV","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"NY","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OH","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OK","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OR","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"PA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"PR","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"RI","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"SC","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"SD","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"TN","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"TX","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"UT","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"VA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"VI","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"VT","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"WV","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WY","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"AK","Emergency Department","Head CT results","OP_23","50","","07/01/2014","06/30/2015"
"AL","Emergency Department","Head CT results","OP_23","60","","07/01/2014","06/30/2015"
"AR","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"AS","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Emergency Department","Head CT results","OP_23","70","","07/01/2014","06/30/2015"
"CA","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"CO","Emergency Department","Head CT results","OP_23","72","","07/01/2014","06/30/2015"
"CT","Emergency Department","Head CT results","OP_23","74","","07/01/2014","06/30/2015"
"DC","Emergency Department","Head CT results","OP_23","21","","07/01/2014","06/30/2015"
"DE","Emergency Department","Head CT results","OP_23","57","","07/01/2014","06/30/2015"
"FL","Emergency Department","Head CT results","OP_23","71","","07/01/2014","06/30/2015"
"GA","Emergency Department","Head CT results","OP_23","60","","07/01/2014","06/30/2015"
"GU","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"HI","Emergency Department","Head CT results","OP_23","56","","07/01/2014","06/30/2015"
"IA","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"ID","Emergency Department","Head CT results","OP_23","47","","07/01/2014","06/30/2015"
"IL","Emergency Department","Head CT results","OP_23","71","","07/01/2014","06/30/2015"
"IN","Emergency Department","Head CT results","OP_23","66","","07/01/2014","06/30/2015"
"KS","Emergency Department","Head CT results","OP_23","61","","07/01/2014","06/30/2015"
"KY","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"LA","Emergency Department","Head CT results","OP_23","56","","07/01/2014","06/30/2015"
"MA","Emergency Department","Head CT results","OP_23","78","","07/01/2014","06/30/2015"
"MD","Emergency Department","Head CT results","OP_23","68","","07/01/2014","06/30/2015"
"ME","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"MI","Emergency Department","Head CT results","OP_23","66","","07/01/2014","06/30/2015"
"MN","Emergency Department","Head CT results","OP_23","65","","07/01/2014","06/30/2015"
"MO","Emergency Department","Head CT results","OP_23","72","","07/01/2014","06/30/2015"
"MP","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Emergency Department","Head CT results","OP_23","71","","07/01/2014","06/30/2015"
"MT","Emergency Department","Head CT results","OP_23","48","","07/01/2014","06/30/2015"
"NC","Emergency Department","Head CT results","OP_23","69","","07/01/2014","06/30/2015"
"ND","Emergency Department","Head CT results","OP_23","53","","07/01/2014","06/30/2015"
"NE","Emergency Department","Head CT results","OP_23","68","","07/01/2014","06/30/2015"
"NH","Emergency Department","Head CT results","OP_23","65","","07/01/2014","06/30/2015"
"NJ","Emergency Department","Head CT results","OP_23","76","","07/01/2014","06/30/2015"
"NM","Emergency Department","Head CT results","OP_23","52","","07/01/2014","06/30/2015"
"NV","Emergency Department","Head CT results","OP_23","59","","07/01/2014","06/30/2015"
"NY","Emergency Department","Head CT results","OP_23","66","","07/01/2014","06/30/2015"
"OH","Emergency Department","Head CT results","OP_23","68","","07/01/2014","06/30/2015"
"OK","Emergency Department","Head CT results","OP_23","71","","07/01/2014","06/30/2015"
"OR","Emergency Department","Head CT results","OP_23","53","","07/01/2014","06/30/2015"
"PA","Emergency Department","Head CT results","OP_23","73","","07/01/2014","06/30/2015"
"PR","Emergency Department","Head CT results","OP_23","0","","07/01/2014","06/30/2015"
"RI","Emergency Department","Head CT results","OP_23","66","","07/01/2014","06/30/2015"
"SC","Emergency Department","Head CT results","OP_23","70","","07/01/2014","06/30/2015"
"SD","Emergency Department","Head CT results","OP_23","51","","07/01/2014","06/30/2015"
"TN","Emergency Department","Head CT results","OP_23","66","","07/01/2014","06/30/2015"
"TX","Emergency Department","Head CT results","OP_23","64","","07/01/2014","06/30/2015"
"UT","Emergency Department","Head CT results","OP_23","59","","07/01/2014","06/30/2015"
"VA","Emergency Department","Head CT results","OP_23","70","","07/01/2014","06/30/2015"
"VI","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"VT","Emergency Department","Head CT results","OP_23","65","","07/01/2014","06/30/2015"
"WA","Emergency Department","Head CT results","OP_23","62","","07/01/2014","06/30/2015"
"WI","Emergency Department","Head CT results","OP_23","72","","07/01/2014","06/30/2015"
"WV","Emergency Department","Head CT results","OP_23","59","","07/01/2014","06/30/2015"
"WY","Emergency Department","Head CT results","OP_23","67","","07/01/2014","06/30/2015"
"AK","Preventive Care","Immunization for influenza","IMM_2","87","","10/01/2014","03/31/2015"
"AL","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2014","03/31/2015"
"AR","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"AS","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","03/31/2015"
"AZ","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2014","03/31/2015"
"CA","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2014","03/31/2015"
"CO","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"CT","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"DC","Preventive Care","Immunization for influenza","IMM_2","88","","10/01/2014","03/31/2015"
"DE","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"FL","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"GA","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2014","03/31/2015"
"GU","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","03/31/2015"
"HI","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"IA","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"ID","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"IL","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"IN","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"KS","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2014","03/31/2015"
"KY","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"LA","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2014","03/31/2015"
"MA","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"MD","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"ME","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"MI","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2014","03/31/2015"
"MN","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2014","03/31/2015"
"MO","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"MP","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","03/31/2015"
"MS","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2014","03/31/2015"
"MT","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2014","03/31/2015"
"NC","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"ND","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"NE","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"NH","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"NJ","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"NM","Preventive Care","Immunization for influenza","IMM_2","89","","10/01/2014","03/31/2015"
"NV","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"NY","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2014","03/31/2015"
"OH","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"OK","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"OR","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2014","03/31/2015"
"PA","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"PR","Preventive Care","Immunization for influenza","IMM_2","35","","10/01/2014","03/31/2015"
"RI","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2014","03/31/2015"
"SC","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"SD","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"TN","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"TX","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"UT","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"VA","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2014","03/31/2015"
"VI","Preventive Care","Immunization for influenza","IMM_2","77","","10/01/2014","03/31/2015"
"VT","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
"WA","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2014","03/31/2015"
"WI","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2014","03/31/2015"
