ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,Year,ASC1_Measure_Rate,ASC1_Footnote,ASC2_Measure_Rate,ASC2_Footnote,ASC3_Measure_Rate,ASC3_Footnote,ASC4_Measure_Rate,ASC4_Footnote,ASC5_Measure_Rate,ASC5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC9_Footnote,ASC_10_rate,ASC10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date
Thibodaux Endoscopy LLC,19C0001082,1831167329,Thibodaux,LA,70301,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Advanced Pain Institute Treatment Center LLC,19C0001128,1851686596,Hammond,LA,70403,2013,0.000,,0.000,,0.000,,0.000,,935.48,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Brass Partnership IN Commendam,19C0001001,1861458507,Baton Rouge,LA,70808,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Acadiana Surgery Center, Inc.",19C0001049,1871593269,New Iberia,LA,70560,2013,0.000,,1.972,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
New Iberia Surgery Center LLC,19C0001072,1881631497,New Iberia,LA,70560,2013,0.000,,0.000,,0.000,,5.848,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Arklamiss Surgery Center,LLC",19C0001105,1891724936,Monroe,LA,71201,2013,0.515,,0.000,,0.000,,0.000,,974.36,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Houmas Outpatient Surgery Center,19C0001016,1891763157,Metairie,LA,70006,2013,0.000,,0.000,,0.000,,0.000,,962.96,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Novamed Surgery Center of Baton Rouge LLC,19C0001098,1891772547,Baton Rouge,LA,70810,2013,0.000,,0.000,,0.000,,0.000,,958.90,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Imperial Health, LLP",19C0001047,1922178169,Lake Charles,LA,70601,2013,0.000,,0.000,,0.000,,1.808,,894.74,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Northlake Endoscopy, LLC",19C0001079,1942202221,Hammond,LA,70403,2013,1.361,,0.000,,0.000,,5.442,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Urology Specialty and Surgery Center of Southwest Louisiana,19C0001034,1942282256,Lake Charles,LA,70601,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Coastal Surgery Center, LLC",19C0001124,1962633636,Lake Charles,LA,70601,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Shreveport Endoscopy Center, A Medical Corporation",19C0001042,1982676771,Shreveport,LA,71103,2013,1.059,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
East Jefferson Ambulatory Surgery Center,19C0001107,1992788772,Metairie,LA,70006,2013,0.000,,0.000,,0.000,,3.175,,988.89,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Candescent Eye Health Surgicenter LLC,22C0001007,1003168907,North Dartmouth,MA,02747,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Weymouth Endoscopy, LLC",22C0001049,1033199906,South Weymouth,MA,02190,2013,1.705,,0.000,,0.000,,1.708,,941.18,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Cape Cod Eye Surgery & Laser Center, LLC",22C0001030,1033213269,Sandwich,MA,02563,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cosmetic Surgery Center,22C0001021,1033369905,Hyannis,MA,02601,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cosmetic Surgery Center,22C0001071,1033369905,Hyannis,MA,02601,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
New England Surgery Center LLC,22C0001079,1043526353,Beverly,MA,01915,2013,0.000,,0.000,,0.000,,0.000,,911.39,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Advanced Eye Surgery Center,22C0001057,1053360107,N Dartmouth,MA,02747,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
New England Eye Surgical Center Inc,22C0001004,1053378265,Weymouth,MA,02190,2013,0.000,,0.000,,0.000,,0.931,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Hawthorn Ambulatory Services,22C0001034,1073572327,Dartmouth,MA,02747,2013,3.008,,0.753,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Central Massachusetts Ambulatory Endoscopy Center LLC,22C0001045,1073682159,Leominster,MA,01453,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Charles River Endoscopy LLC,22C0001069,1093922189,Framingham,MA,01702,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Cataract & Laser Center West, LLC",22C0001023,1114091501,West Springfield,MA,01089,2013,0.000,,0.000,,0.000,,0.313,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Boston Eye Surgery & Laser Center Trust,22C0001016,1124116264,Boston,MA,02114,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Plymouth Laser & Surgical Center, P.C.",22C0001019,1134293814,Plymouth,MA,02360,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"North Shore Cataract & Laser Center, LLC",22C0001037,1144287350,Stoneham,MA,02180,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Same Day Surgiclinic,22C0001003,1164469086,Fall River,MA,02720,2013,0.000,,0.000,,0.839,,0.419,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Middlesex Digestive Health & Endoscopy Center LLC,22C0001053,1174663199,Acton,MA,01720,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Endoscopy Center LLC,22C0001039,1184683963,Pittsfield,MA,01202,2013,1.661,,0.000,,0.000,,3.322,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cape Cod ASC LLC,22C0001032,1194718312,Sandwich,MA,02563,2013,0.000,,0.000,,0.000,,0.000,,995.71,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Cataract & Laser Center, Inc.",22C0001018,1205917101,Dedham,MA,02026,2013,0.000,,0.000,,0.000,,0.550,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Northeast Ambulatory Center Inc,22C0001024,1225140510,Stoneham,MA,02180,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Eastern Massachusetts Surgery Center LLC,22C0001070,1245436823,Norwood,MA,02062,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Mdsine, LLC",22C0001068,1245450295,Springfield,MA,01104,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Cosmetic & Reconstructive Surgery Center Inc.,22C0001035,1285673186,Pittsfield,MA,01201,2013,0.000,,0.000,,0.000,,3.226,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Orthopedics Surgical Center of The North Shore LLC,22C0001047,1285746263,Peabody,MA,01960,2013,0.000,,0.511,,0.000,,1.021,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cape and Islands Endoscopy Center LLC,22C0001052,1316094824,Hyannis,MA,02601,2013,2.724,,0.000,,0.000,,0.454,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"The Cataract Surgery Center of Milford, Inc.",22C0001073,1386809978,Milford,MA,01757,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Merrimack Valley Endoscopy Center,22C0001038,1417944778,Haverhill,MA,01830,2013,0.000,,0.651,,0.000,,1.301,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cataract and Laser Center Associates PC,22C0001027,1477655801,Adams,MA,01220,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Boston Endoscopy Center, LLC",22C0001036,1477802387,Wellesley Hills,MA,02481,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Surgery Center of Waltham,22C0001033,1497831523,Waltham,MA,02451,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"New England Surgical Center for Out Patient Endoscopy, LLC",22C0001067,1548274475,Worcester,MA,01605,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"New England Surgical Center for Out Patient Endoscopy, LLC",22C0001072,1548274475,Worcester,MA,01605,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cataract Laser Centercentral LLC,22C0001029,1558436105,Gardner,MA,01440,2013,3.428,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Boston Out-Patient Surgical Suites, LLC",22C0001048,1578534459,Waltham,MA,02451,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Hyde Park Pain Management, LLC",22C0001076,1619101763,Hyde Park,MA,02136,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Cape Cod Surgery Center, Inc.",22C0001077,1619130531,Mashpee,MA,02649,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Valley Medical Group Ambulatory Surgery & Procedures Center,22C0001044,1639203888,Amherst,MA,01002,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Boston Eye Surgery & Laser Center Trust,22C0001062,1639215502,Waltham,MA,02451,2013,0.000,,0.518,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
East Pond Enterprises Inc,22C0001074,1659509164,Plymouth,MA,02360,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Boston University Eye Associates Surgery & Laser Center,22C0001012,1679531610,Raynham,MA,02767,2013,3.617,,0.000,,0.000,,1.815,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Dha Endoscopy LLC,22C0001058,1730113325,Stoneham,MA,02180,2013,0.000,,0.000,,0.000,,1.057,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Commonwealth Endoscopy Center,22C0001025,1750529814,West Bridgewater,MA,02379,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Surgisite Boston,22C0001055,1770537227,Waltham,MA,02451,2013,1.098,,0.220,,0.000,,0.220,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Cataract and Laser Center of The North Shore, LLC",22C0001028,1790862183,Andover,MA,01810,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
East Bay Surgery Center LLC,22C0001051,1831116615,Swansea,MA,02777,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"South Shore Endoscopy Center, Inc",22C0001026,1831122159,Braintree,MA,02184,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
New England Pain Care,22C0001040,1841256302,Peabody,MA,01960,2013,0.000,,1.337,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Worcester Surgical Center,22C0001011,1851396014,Worcester,MA,01605,2013,0.000,,0.000,,0.000,,0.000,,963.86,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Northeast Endoscopy Center, LLC",22C0001060,1851474365,Lowell,MA,01852,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"New England Ambulatory Surgicenter, LLC",22C0001061,1851491013,Cambridge,MA,02138,2013,0.000,,0.000,,0.000,,0.000,,0.00,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Endoscopy Center of Southeast Massachusetts LLC,22C0001046,1861501835,Brockton,MA,02301,2013,1.022,,0.000,,0.000,,4.090,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Surgical Eye Experts of New England,22C0001072,1871774174,Worcester,MA,01606,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Greater Springfield Surgery Center, LLC",22C0001075,1902039936,Springfield,MA,01107,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Boston Surgery Center, LLC",22C0001064,1922182419,Waltham,MA,02451,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Peabody Surgery Center, LLC.",22C0001078,1922328293,Peabody,MA,01960,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley Surgicenter LLC,22C0001043,1982641064,Springfield,MA,01107,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001071,1003004482,Towson,MD,21204,2013,0.000,,0.000,,0.000,,1.353,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Silver Spring Ophthalmology, LLC",21C0001177,1003853136,Silver Spring,MD,20910,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Waldorf Endoscopy Center,21C0001062,1003889379,Waldorf,MD,20602,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Crossroads Podiatric Surgery Center, L.L.C.",21C0001450,1003912957,Owings Mills,MD,21117,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Gary A. Lieberman, P.A.",21C0001093,1023017654,Silver Spring,MD,20901,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Zion Ambulatory Center LLC,21C0001426,1023055001,Baltimore,MD,21237,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Peninsula Endoscopy Center, LLC",21C0001433,1023162013,Delmar,MD,21875,2013,0.000,,0.000,,0.000,,4.633,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
River Rd Surgery Center,21C0001337,1023169752,Bethesda,MD,20816,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Anne Arundel Urological Surgery Center LLC,21C0001235,1023199601,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,991.12,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Asc Development Co., LLC",21C0001396,1023266145,Glen Burnie,MD,21061,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Piccard Surgery Center, LLC",21C0001508,1023349909,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.893,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Greenspring Surgery Center LLC,21C0001443,1033141825,Baltimore,MD,21209,2013,0.000,,0.000,,0.000,,0.000,,996.19,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Howard L. Schultheiss, Jr, Dpm, P.A",21C0001308,1033250055,Bel Air,MD,21014,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Jessco LLC,21C0001448,1033290499,Berlin,MD,21811,2013,2.478,,1.239,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Gastrointestinal Diagnostic Center,21C0001160,1043282775,Baltimore,MD,21229,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Endocentre of Baltimore,21C0001068,1043497019,Baltimore,MD,21208,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Forbes Ambulatory Surgery Center, L.L.C.",21C0001474,1053336883,Lanham,MD,20706,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"The Center for Pain Amanagement ASC ,LLC",21C0001488,1053560896,Bel Air,MD,21014,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Carroll County Ambulatory Surgical Center,21C0001290,1063459451,Westminster,MD,21157,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Frederick Endoscopy Center LLC,21C0001244,1063519866,Frederick,MD,21704,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Lisa Renfro Surgery Center LLC,21C0001369,1073601332,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.935,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Private Surgical Suite, LLC",21C0001291,1073644399,Chevy Chase,MD,20815,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Endoscopic Surgical Centre of Maryland,21C0001368,1073675583,Rockville,MD,20850,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
University of Maryland Urological Surgery Center,21C0001298,1083624225,Baltimore,MD,21201,2013,,N/A (5),,N/A (5),0.000,,,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Arundel Ambulatory Surgery Center, Inc.",21C0001067,1083701742,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,923.08,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maryland Diagnostic and Therapeutic Endo Center, LLC",21C0001500,1083855092,Annapolis,MD,21401,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Giulio I. Scarzella M.D. P.A.,21C0001275,1083858609,Silver Spring,MD,20910,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Asc Development Company, LLC",21C0001436,1093757379,Frederick,MD,21702,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Frederick Ob/Gyn Ambulatory Surgery Center,21C0001425,1093766289,Frederick,MD,21702,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Surgery Center of Easton LP,21C0001236,1093786501,Easton,MD,21601,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Ellicott City Ambulatory Surgery Center,21C0001003,1114025608,Ellicott City,MD,21043,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Nisenfeld & Chilton, MD PA",21C0001269,1114177417,Frederick,MD,21702,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Summit Ambulatory Surgical Center LLC,21C0001461,1114196151,Westminster,MD,21157,2013,0.000,,0.000,,0.000,,0.000,,991.80,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Lutherville Surgicenter, LLC",21C0001302,1124058946,Lutherville,MD,21093,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Bethesda Chevy Chase Surgery Center, LLC",21C0001514,1134431323,Bethesda,MD,20714,2013,0.000,,1.094,,0.000,,0.000,,993.51,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
White Marsh Foot & Ankle Surgery Center L.L.C.,21C0001393,1144221375,White Marsh,MD,21236,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maryland Physicians Edge, P.C.",21C0001169,1144252859,Silver Spring,MD,20902,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Ambulatory Plastic Surgery Center Associates, Chartered",21C0001050,1144255415,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001495,1144467804,Fulton,MD,20759,2013,0.000,,0.000,,0.000,,0.000,,964.71,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Lockwood Ambulatory Surgery Center,21C0001189,1154385813,Silver Spring,MD,20901,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Salisbury Uro Surgery Center LLC,21C0001421,1154432300,Salisbury,MD,21804,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Ambulatory Urosurgical Center,21C0001082,1154476372,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maryland Spine and Sports Surgi-Center, L.L.C.",21C0001518,1154623452,Clarksville,MD,21029,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Center for Eyelid and Facial Plastic Surgery, L.L.C.",21C0001452,1164564506,Bethesda,MD,20817,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Cosmetic Plastic Surgery Center,21C0001227,1164601696,Hagerstown,MD,21742,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Box Hill Surgery Center LLC,21C0001485,1164697009,Abingdon,MD,21009,2013,0.000,,2.646,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maryland Specialty Surgery Center, LLC",21C0001536,1164771762,Linthicum,MD,21090,2013,2.967,,2.967,,2.967,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Jeri Shuster, M.D., Women's Center, Inc.",21C0001232,1174513519,Columbia,MD,21044,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
J Douglas Butler Advanced Surgery CTR PA,21C0001299,1174559819,Westminster,MD,21157,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Centers of Delmarva, LLC",21C0001471,1174711949,Elkton,MD,21921,2013,1.767,,0.000,,1.770,,1.770,,996.79,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Leonardtown Surgery Center LLC,21C0001524,1174802045,Leonardtown,MD,20650,2013,0.000,,0.000,,0.000,,5.587,,967.74,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Endoscopy Center at Robinwood, LLC",21C0001364,1184664609,Hagerstown,MD,21742,2013,0.000,,0.476,,0.000,,0.953,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
