"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.847","","07/01/2014","06/30/2015"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.548","","07/01/2014","06/30/2015"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.162","","07/01/2014","06/30/2015"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.363","","07/01/2014","06/30/2015"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.878","","07/01/2014","06/30/2015"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.940","","07/01/2014","06/30/2015"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.746","","07/01/2014","06/30/2015"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.022","","07/01/2014","06/30/2015"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.986","","07/01/2014","06/30/2015"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.072","","07/01/2014","06/30/2015"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.440","","07/01/2014","06/30/2015"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.815","","07/01/2014","06/30/2015"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.905","","07/01/2014","06/30/2015"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.256","","07/01/2014","06/30/2015"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.016","","07/01/2014","06/30/2015"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.442","","07/01/2014","06/30/2015"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","2.365","","07/01/2014","06/30/2015"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.127","","07/01/2014","06/30/2015"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.896","","07/01/2014","06/30/2015"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.286","","07/01/2014","06/30/2015"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.913","","07/01/2014","06/30/2015"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.110","","07/01/2014","06/30/2015"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.978","","07/01/2014","06/30/2015"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.014","","07/01/2014","06/30/2015"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.404","","07/01/2014","06/30/2015"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.208","","07/01/2014","06/30/2015"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.064","","07/01/2014","06/30/2015"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.397","","07/01/2014","06/30/2015"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.064","","07/01/2014","06/30/2015"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.941","","07/01/2014","06/30/2015"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.932","","07/01/2014","06/30/2015"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.053","","07/01/2014","06/30/2015"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.420","","07/01/2014","06/30/2015"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.366","","07/01/2014","06/30/2015"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.571","","07/01/2014","06/30/2015"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.988","","07/01/2014","06/30/2015"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.156","","07/01/2014","06/30/2015"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.677","","07/01/2014","06/30/2015"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.275","","07/01/2014","06/30/2015"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.057","","07/01/2014","06/30/2015"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.303","","07/01/2014","06/30/2015"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.342","","07/01/2014","06/30/2015"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.424","","07/01/2014","06/30/2015"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.211","","07/01/2014","06/30/2015"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.308","","07/01/2014","06/30/2015"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.039","","07/01/2014","06/30/2015"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.770","","07/01/2014","06/30/2015"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.077","","07/01/2014","06/30/2015"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.934","","07/01/2014","06/30/2015"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.539","","07/01/2014","06/30/2015"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.620","","07/01/2014","06/30/2015"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.146","","07/01/2014","06/30/2015"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.966","","07/01/2014","06/30/2015"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.991","","07/01/2014","06/30/2015"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.420","","07/01/2014","06/30/2015"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.466","","07/01/2014","06/30/2015"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.967","","07/01/2014","06/30/2015"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.121","","07/01/2014","06/30/2015"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.915","","07/01/2014","06/30/2015"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.116","","07/01/2014","06/30/2015"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.383","","07/01/2014","06/30/2015"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.246","","07/01/2014","06/30/2015"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.941","","07/01/2014","06/30/2015"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.935","","07/01/2014","06/30/2015"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.979","","07/01/2014","06/30/2015"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.565","","07/01/2014","06/30/2015"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.153","","07/01/2014","06/30/2015"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.925","","07/01/2014","06/30/2015"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.267","","07/01/2014","06/30/2015"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.300","","07/01/2014","06/30/2015"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.043","","07/01/2014","06/30/2015"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.580","","07/01/2014","06/30/2015"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.675","","07/01/2014","06/30/2015"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.041","","07/01/2014","06/30/2015"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.716","","07/01/2014","06/30/2015"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.648","","07/01/2014","06/30/2015"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.090","","07/01/2014","06/30/2015"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.064","","07/01/2014","06/30/2015"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.752","","07/01/2014","06/30/2015"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.996","","07/01/2014","06/30/2015"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.440","","07/01/2014","06/30/2015"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.148","","07/01/2014","06/30/2015"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.792","","07/01/2014","06/30/2015"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.832","","07/01/2014","06/30/2015"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.665","","07/01/2014","06/30/2015"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.933","","07/01/2014","06/30/2015"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.901","","07/01/2014","06/30/2015"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.790","","07/01/2014","06/30/2015"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.883","","07/01/2014","06/30/2015"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.181","","07/01/2014","06/30/2015"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.954","","07/01/2014","06/30/2015"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.757","","07/01/2014","06/30/2015"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.009","","07/01/2014","06/30/2015"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.003","","07/01/2014","06/30/2015"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.808","","07/01/2014","06/30/2015"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.986","","07/01/2014","06/30/2015"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.977","","07/01/2014","06/30/2015"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.792","","07/01/2014","06/30/2015"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.462","","07/01/2014","06/30/2015"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.446","","07/01/2014","06/30/2015"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.732","","07/01/2014","06/30/2015"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.700","","07/01/2014","06/30/2015"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.013","","07/01/2014","06/30/2015"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.584","","07/01/2014","06/30/2015"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.739","","07/01/2014","06/30/2015"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.183","","07/01/2014","06/30/2015"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.941","","07/01/2014","06/30/2015"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.265","","07/01/2014","06/30/2015"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.795","","07/01/2014","06/30/2015"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.782","","07/01/2014","06/30/2015"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.602","","07/01/2014","06/30/2015"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.934","","07/01/2014","06/30/2015"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.682","","07/01/2014","06/30/2015"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.916","","07/01/2014","06/30/2015"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.042","","07/01/2014","06/30/2015"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.708","","07/01/2014","06/30/2015"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.835","","07/01/2014","06/30/2015"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.995","","07/01/2014","06/30/2015"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.891","","07/01/2014","06/30/2015"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.367","","07/01/2014","06/30/2015"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.664","","07/01/2014","06/30/2015"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.972","","07/01/2014","06/30/2015"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.765","","07/01/2014","06/30/2015"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.035","","07/01/2014","06/30/2015"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.445","","07/01/2014","06/30/2015"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.802","","07/01/2014","06/30/2015"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.624","","07/01/2014","06/30/2015"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.684","","07/01/2014","06/30/2015"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.779","","07/01/2014","06/30/2015"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.004","","07/01/2014","06/30/2015"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.951","","07/01/2014","06/30/2015"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.001","","07/01/2014","06/30/2015"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.331","","07/01/2014","06/30/2015"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.015","","07/01/2014","06/30/2015"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.710","","07/01/2014","06/30/2015"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.970","","07/01/2014","06/30/2015"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.070","","07/01/2014","06/30/2015"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.924","","07/01/2014","06/30/2015"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.108","","07/01/2014","06/30/2015"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.904","","07/01/2014","06/30/2015"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.876","","07/01/2014","06/30/2015"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.939","","07/01/2014","06/30/2015"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.963","","07/01/2014","06/30/2015"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.056","","07/01/2014","06/30/2015"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.056","","07/01/2014","06/30/2015"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.085","","07/01/2014","06/30/2015"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.616","","07/01/2014","06/30/2015"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.983","","07/01/2014","06/30/2015"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.179","","07/01/2014","06/30/2015"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.643","","07/01/2014","06/30/2015"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.853","","07/01/2014","06/30/2015"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.394","","07/01/2014","06/30/2015"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.639","","07/01/2014","06/30/2015"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.598","","07/01/2014","06/30/2015"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.762","","07/01/2014","06/30/2015"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.895","","07/01/2014","06/30/2015"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.127","","07/01/2014","06/30/2015"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.263","","07/01/2014","06/30/2015"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.767","","07/01/2014","06/30/2015"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.083","","07/01/2014","06/30/2015"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.724","","07/01/2014","06/30/2015"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.314","","07/01/2014","06/30/2015"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.769","","07/01/2014","06/30/2015"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.916","","07/01/2014","06/30/2015"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.920","","07/01/2014","06/30/2015"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.773","","07/01/2014","06/30/2015"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.927","","07/01/2014","06/30/2015"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.743","","07/01/2014","06/30/2015"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.732","","07/01/2014","06/30/2015"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.113","","07/01/2014","06/30/2015"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.066","","07/01/2014","06/30/2015"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.728","","07/01/2014","06/30/2015"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.716","","07/01/2014","06/30/2015"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.928","","07/01/2014","06/30/2015"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.405","","07/01/2014","06/30/2015"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.543","","07/01/2014","06/30/2015"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.934","","07/01/2014","06/30/2015"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.825","","07/01/2014","06/30/2015"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.989","","07/01/2014","06/30/2015"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.021","","07/01/2014","06/30/2015"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.137","","07/01/2014","06/30/2015"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.302","","07/01/2014","06/30/2015"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.383","","07/01/2014","06/30/2015"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.442","","07/01/2014","06/30/2015"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.764","","07/01/2014","06/30/2015"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.843","","07/01/2014","06/30/2015"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.160","","07/01/2014","06/30/2015"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.371","","07/01/2014","06/30/2015"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.364","","07/01/2014","06/30/2015"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.105","","07/01/2014","06/30/2015"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.100","","07/01/2014","06/30/2015"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.134","","07/01/2014","06/30/2015"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.339","","07/01/2014","06/30/2015"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.231","","07/01/2014","06/30/2015"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.368","","07/01/2014","06/30/2015"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.400","","07/01/2014","06/30/2015"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.402","","07/01/2014","06/30/2015"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.487","","07/01/2014","06/30/2015"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.202","","07/01/2014","06/30/2015"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.584","","07/01/2014","06/30/2015"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.856","","07/01/2014","06/30/2015"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.174","","07/01/2014","06/30/2015"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.423","","07/01/2014","06/30/2015"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.808","","07/01/2014","06/30/2015"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.442","","07/01/2014","06/30/2015"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.248","","07/01/2014","06/30/2015"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.700","","07/01/2014","06/30/2015"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.409","","07/01/2014","06/30/2015"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.936","","07/01/2014","06/30/2015"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.237","","07/01/2014","06/30/2015"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.255","","07/01/2014","06/30/2015"
